Fondsposition per,"14.Mai2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"TSCO","TESCO PLC","Nichtzyklische Konsumgüter","Aktien","13.554.683,77","0,04","13.554.683,77","2.230.319,00","6,08","Vereinigtes Königreich","London Stock Exchange","GBP"
"OTP","OTP BANK","Financials","Aktien","13.541.015,51","0,04","13.541.015,51","98.502,00","137,47","Ungarn","Budapest Stock Exchange","HUF"
"000270","KIA CORPORATION CORP","Zyklische Konsumgüter ","Aktien","13.490.541,94","0,04","13.490.541,94","112.935,00","119,45","Korea","Korea Exchange (Stock Market)","KRW"
"4578","OTSUKA HOLDINGS LTD","Gesundheitsversorgung","Aktien","13.478.734,71","0,04","13.478.734,71","186.900,00","72,12","Japan","Tokyo Stock Exchange","JPY"
"EME","EMCOR GROUP INC","Industrie","Aktien","13.460.324,19","0,04","13.460.324,19","14.473,00","930,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SSE","SSE PLC","Versorger","Aktien","13.378.844,86","0,04","13.378.844,86","403.483,00","33,16","Vereinigtes Königreich","London Stock Exchange","GBP"
"857","PETROCHINA LTD H","Energie","Aktien","13.325.846,48","0,04","13.325.846,48","9.558.000,00","1,39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9888","BAIDU CLASS A INC","Kommunikation","Aktien","13.326.818,65","0,04","13.326.818,65","740.816,00","17,99","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PRU","PRUDENTIAL PLC","Financials","Aktien","13.281.052,55","0,04","13.281.052,55","843.247,00","15,75","Vereinigtes Königreich","London Stock Exchange","GBP"
"YUM","YUM BRANDS INC","Zyklische Konsumgüter ","Aktien","13.259.507,01","0,04","13.259.507,01","88.027,00","150,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"105560","KB FINANCIAL GROUP INC","Financials","Aktien","13.256.782,59","0,04","13.256.782,59","126.700,00","104,63","Korea","Korea Exchange (Stock Market)","KRW"
"CVE","CENOVUS ENERGY","Energie","Aktien","13.051.638,65","0,04","13.051.638,65","433.387,00","30,12","Kanada","Toronto Stock Exchange","CAD"
"WCN","WASTE CONNECTIONS INC","Industrie","Aktien","13.036.827,84","0,04","13.036.827,84","84.152,00","154,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energie","Aktien","12.978.277,20","0,04","12.978.277,20","228.330,00","56,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RWE","RWE AG","Versorger","Aktien","12.945.188,70","0,04","12.945.188,70","196.163,00","65,99","Deutschland","Xetra","EUR"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Aktien","12.928.969,48","0,04","12.928.969,48","96.298,00","134,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CLS","CELESTICA INC","IT","Aktien","12.825.432,07","0,04","12.825.432,07","33.610,00","381,60","Kanada","Toronto Stock Exchange","CAD"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Aktien","12.805.236,34","0,04","12.805.236,34","35.702,00","358,67","Vereinigte Staaten","Cboe BZX","USD"
"PRY","PRYSMIAN","Industrie","Aktien","12.797.967,96","0,04","12.797.967,96","70.081,00","182,62","Italien","Borsa Italiana","EUR"
"FLEX","FLEX LTD","IT","Aktien","12.744.356,40","0,04","12.744.356,40","88.749,00","143,60","Vereinigte Staaten","NASDAQ","USD"
"RKT","RECKITT BENCKISER GROUP PLC","Nichtzyklische Konsumgüter","Aktien","12.740.948,81","0,04","12.740.948,81","207.844,00","61,30","Vereinigtes Königreich","London Stock Exchange","GBP"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrie","Aktien","12.739.148,37","0,04","12.739.148,37","64.077,00","198,81","Vereinigte Staaten","NASDAQ","USD"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Aktien","12.698.129,32","0,04","12.698.129,32","460.904,00","27,55","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"6954","FANUC CORP","Industrie","Aktien","12.667.961,68","0,04","12.667.961,68","249.300,00","50,81","Japan","Tokyo Stock Exchange","JPY"
"BDX","BECTON DICKINSON","Gesundheitsversorgung","Aktien","12.656.149,88","0,04","12.656.149,88","87.604,00","144,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NDAQ","NASDAQ INC","Financials","Aktien","12.580.074,57","0,04","12.580.074,57","138.349,00","90,93","Vereinigte Staaten","NASDAQ","USD"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Aktien","12.542.344,68","0,04","12.542.344,68","450.900,00","27,82","Japan","Tokyo Stock Exchange","JPY"
"MBG","MERCEDES-BENZ GROUP N AG","Zyklische Konsumgüter ","Aktien","12.471.518,19","0,04","12.471.518,19","209.284,00","59,59","Deutschland","Xetra","EUR"
"6762","TDK CORP","IT","Aktien","12.449.617,76","0,04","12.449.617,76","640.900,00","19,43","Japan","Tokyo Stock Exchange","JPY"
"8053","SUMITOMO CORP","Industrie","Aktien","12.362.844,23","0,04","12.362.844,23","259.300,00","47,68","Japan","Tokyo Stock Exchange","JPY"
"ORA","ORANGE SA","Kommunikation","Aktien","12.340.814,15","0,04","12.340.814,15","570.044,00","21,65","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DANSKE","DANSKE BANK","Financials","Aktien","12.313.301,57","0,04","12.313.301,57","244.203,00","50,42","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Nichtzyklische Konsumgüter","Aktien","12.313.789,04","0,04","12.313.789,04","288.760,00","42,64","Niederlande","Euronext Amsterdam","EUR"
"DHI","D R HORTON INC","Zyklische Konsumgüter ","Aktien","12.271.484,16","0,04","12.271.484,16","88.056,00","139,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HUM","HUMANA INC","Gesundheitsversorgung","Aktien","12.264.342,30","0,04","12.264.342,30","40.698,00","301,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SLF","SUN LIFE FINANCIAL INC","Financials","Aktien","12.260.849,71","0,04","12.260.849,71","171.259,00","71,59","Kanada","Toronto Stock Exchange","CAD"
"CSU","CONSTELLATION SOFTWARE INC","IT","Aktien","12.228.045,74","0,04","12.228.045,74","6.628,00","1.844,91","Kanada","Toronto Stock Exchange","CAD"
"RACE","FERRARI NV","Zyklische Konsumgüter ","Aktien","12.191.135,49","0,04","12.191.135,49","36.368,00","335,22","Italien","Borsa Italiana","EUR"
"2891","CTBC FINANCIAL HOLDING LTD","Financials","Aktien","12.128.732,81","0,04","12.128.732,81","6.975.128,00","1,74","Taiwan","Taiwan Stock Exchange","TWD"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES ADR","Gesundheitsversorgung","Aktien","12.129.479,34","0,04","12.129.479,34","343.514,00","35,31","Israel","New York Stock Exchange Inc.","USD"
"6723","RENESAS ELECTRONICS CORP","IT","Aktien","12.109.472,95","0,04","12.109.472,95","496.900,00","24,37","Japan","Tokyo Stock Exchange","JPY"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","12.083.684,10","0,04","12.083.684,10","41.178,00","293,45","Vereinigte Staaten","NASDAQ","USD"
"6146","DISCO CORP","IT","Aktien","11.995.320,75","0,04","11.995.320,75","27.100,00","442,63","Japan","Tokyo Stock Exchange","JPY"
"GRMN","GARMIN LTD","Zyklische Konsumgüter ","Aktien","11.982.889,45","0,04","11.982.889,45","51.115,00","234,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aktien","11.935.696,26","0,04","11.935.696,26","59.601,00","200,26","Vereinigte Staaten","NASDAQ","USD"
"HLN","HALEON PLC","Gesundheitsversorgung","Aktien","11.895.940,78","0,04","11.895.940,78","2.680.625,00","4,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"WAT","WATERS CORP","Gesundheitsversorgung","Aktien","11.887.933,17","0,04","11.887.933,17","35.677,00","333,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"XYZ","BLOCK INC CLASS A","Financials","Aktien","11.879.058,63","0,04","11.879.058,63","166.071,00","71,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STLD","STEEL DYNAMICS INC","Materialien","Aktien","11.861.196,56","0,04","11.861.196,56","50.542,00","234,68","Vereinigte Staaten","NASDAQ","USD"
"6701","NEC CORP","IT","Aktien","11.854.228,71","0,04","11.854.228,71","463.000,00","25,60","Japan","Tokyo Stock Exchange","JPY"
"K","KINROSS GOLD CORP","Materialien","Aktien","11.845.765,81","0,04","11.845.765,81","383.514,00","30,89","Kanada","Toronto Stock Exchange","CAD"
"SYY","SYSCO CORP","Nichtzyklische Konsumgüter","Aktien","11.841.551,10","0,04","11.841.551,10","162.102,00","73,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VMC","VULCAN MATERIALS","Materialien","Aktien","11.837.397,79","0,04","11.837.397,79","43.031,00","275,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HAL","HALLIBURTON","Energie","Aktien","11.815.670,27","0,04","11.815.670,27","286.163,00","41,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9618","JD.COM CLASS A INC","Zyklische Konsumgüter ","Aktien","11.798.281,38","0,04","11.798.281,38","710.291,00","16,61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3037","UNIMICRON TECHNOLOGY CORP","IT","Aktien","11.779.933,05","0,04","11.779.933,05","421.390,00","27,95","Taiwan","Taiwan Stock Exchange","TWD"
"FITB","FIFTH THIRD BANCORP","Financials","Aktien","11.760.053,40","0,04","11.760.053,40","246.542,00","47,70","Vereinigte Staaten","NASDAQ","USD"
"ED","CONSOLIDATED EDISON INC","Versorger","Aktien","11.720.771,91","0,04","11.720.771,91","109.407,00","107,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GMEXICOB","GRUPO MEXICO B","Materialien","Aktien","11.660.211,27","0,04","11.660.211,27","948.853,00","12,29","Mexiko","Bolsa Mexicana De Valores","MXN"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Aktien","11.648.080,80","0,04","11.648.080,80","112.869,00","103,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SDZ","SANDOZ GROUP AG","Gesundheitsversorgung","Aktien","11.588.210,41","0,04","11.588.210,41","133.916,00","86,53","Schweiz","SIX Swiss Exchange","CHF"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Versorger","Aktien","11.512.364,75","0,04","11.512.364,75","148.069,00","77,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VTR","VENTAS REIT INC","Immobilien","Aktien","11.499.766,72","0,04","11.499.766,72","127.832,00","89,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CCI","CROWN CASTLE INC","Immobilien","Aktien","11.502.219,40","0,04","11.502.219,40","131.740,00","87,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZTS","ZOETIS INC CLASS A","Gesundheitsversorgung","Aktien","11.420.576,88","0,03","11.420.576,88","151.306,00","75,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SAND","SANDVIK","Industrie","Aktien","11.401.639,03","0,03","11.401.639,03","295.642,00","38,57","Schweden","Nasdaq Omx Nordic","SEK"
"DOL","DOLLARAMA INC","Zyklische Konsumgüter ","Aktien","11.392.926,00","0,03","11.392.926,00","90.506,00","125,88","Kanada","Toronto Stock Exchange","CAD"
"ERIC B","ERICSSON B","IT","Aktien","11.387.880,97","0,03","11.387.880,97","901.621,00","12,63","Schweden","Nasdaq Omx Nordic","SEK"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materialien","Aktien","11.318.068,06","0,03","11.318.068,06","173.035,00","65,41","Kanada","Toronto Stock Exchange","CAD"
"4519","CHUGAI PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","11.288.172,25","0,03","11.288.172,25","220.500,00","51,19","Japan","Tokyo Stock Exchange","JPY"
"MLM","MARTIN MARIETTA MATERIALS INC","Materialien","Aktien","11.280.835,53","0,03","11.280.835,53","19.611,00","575,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SUNB","SUNBELT RENTALS HOLDINGS INC","Industrie","Aktien","11.255.054,08","0,03","11.255.054,08","142.095,00","79,21","Vereinigtes Königreich","London Stock Exchange","GBP"
"U11","UNITED OVERSEAS BANK LTD","Financials","Aktien","11.213.638,61","0,03","11.213.638,61","382.485,00","29,32","Singapur","Singapore Exchange","SGD"
"2802","AJINOMOTO INC","Nichtzyklische Konsumgüter","Aktien","11.214.012,46","0,03","11.214.012,46","320.000,00","35,04","Japan","Tokyo Stock Exchange","JPY"
"2882","CATHAY FINANCIAL HOLDING LTD","Financials","Aktien","11.093.852,47","0,03","11.093.852,47","4.558.315,00","2,43","Taiwan","Taiwan Stock Exchange","TWD"
"EXPN","EXPERIAN PLC","Industrie","Aktien","11.085.959,23","0,03","11.085.959,23","320.642,00","34,57","Vereinigtes Königreich","London Stock Exchange","GBP"
"STT","STATE STREET CORP","Financials","Aktien","11.078.561,76","0,03","11.078.561,76","72.051,00","153,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KBC","KBC GROEP","Financials","Aktien","11.079.413,23","0,03","11.079.413,23","83.355,00","132,92","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"6367","DAIKIN INDUSTRIES LTD","Industrie","Aktien","11.076.859,84","0,03","11.076.859,84","70.000,00","158,24","Japan","Tokyo Stock Exchange","JPY"
"ESLT","ELBIT SYSTEMS LTD","Industrie","Aktien","11.051.043,69","0,03","11.051.043,69","14.164,00","780,22","Israel","Tel Aviv Stock Exchange","ILS"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Aktien","11.023.094,27","0,03","11.023.094,27","6.897,00","1.598,24","Kanada","Toronto Stock Exchange","CAD"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Aktien","10.974.653,29","0,03","10.974.653,29","440.565,00","24,91","Israel","Tel Aviv Stock Exchange","ILS"
"PCG","PG&E CORP","Versorger","Aktien","10.931.811,96","0,03","10.931.811,96","650.316,00","16,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SE","SEA ADS REPRESENTING LTD CLASS A","Zyklische Konsumgüter ","Aktien","10.908.755,00","0,03","10.908.755,00","123.500,00","88,33","Singapur","New York Stock Exchange Inc.","USD"
"6702","FUJITSU LTD","IT","Aktien","10.905.510,77","0,03","10.905.510,77","532.300,00","20,49","Japan","Tokyo Stock Exchange","JPY"
"9432","NTT INC","Kommunikation","Aktien","10.813.163,11","0,03","10.813.163,11","11.430.800,00","0,95","Japan","Tokyo Stock Exchange","JPY"
"RJF","RAYMOND JAMES INC","Financials","Aktien","10.707.571,96","0,03","10.707.571,96","68.828,00","155,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KDP","KEURIG DR PEPPER INC","Nichtzyklische Konsumgüter","Aktien","10.708.363,50","0,03","10.708.363,50","367.985,00","29,10","Vereinigte Staaten","NASDAQ","USD"
"UCB","UCB SA","Gesundheitsversorgung","Aktien","10.685.402,80","0,03","10.685.402,80","38.071,00","280,67","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"GBP","GBP CASH","Cash und/oder Derivate","Geldmarkt","10.669.026,73","0,03","10.669.026,73","7.912.067,00","134,85","Vereinigtes Königreich","-","GBP"
"6301","KOMATSU LTD","Industrie","Aktien","10.648.152,01","0,03","10.648.152,01","256.700,00","41,48","Japan","Tokyo Stock Exchange","JPY"
"9961","TRIP.COM GROUP LTD","Zyklische Konsumgüter ","Aktien","10.608.707,52","0,03","10.608.707,52","208.983,00","50,76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Aktien","10.593.335,16","0,03","10.593.335,16","119.997,00","88,28","Vereinigte Staaten","NASDAQ","USD"
"CSL","CSL LTD","Gesundheitsversorgung","Aktien","10.571.192,90","0,03","10.571.192,90","150.384,00","70,29","Australien","Asx - All Markets","AUD"
"Q","QNITY ELECTRONICS INC","IT","Aktien","10.572.446,28","0,03","10.572.446,28","64.419,00","164,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"034020","DOOSAN ENERBILITY LTD","Industrie","Aktien","10.556.553,81","0,03","10.556.553,81","134.409,00","78,54","Korea","Korea Exchange (Stock Market)","KRW"
"CBK","COMMERZBANK AG","Financials","Aktien","10.519.562,23","0,03","10.519.562,23","245.877,00","42,78","Deutschland","Xetra","EUR"
"POW","POWER CORPORATION OF CANADA","Financials","Aktien","10.478.226,72","0,03","10.478.226,72","178.235,00","58,79","Kanada","Toronto Stock Exchange","CAD"
"KMB","KIMBERLY CLARK CORP","Nichtzyklische Konsumgüter","Aktien","10.430.306,32","0,03","10.430.306,32","107.896,00","96,67","Vereinigte Staaten","NASDAQ","USD"
"GFI","GOLD FIELDS LTD","Materialien","Aktien","10.397.205,06","0,03","10.397.205,06","234.956,00","44,25","Südafrika","Johannesburg Stock Exchange","ZAR"
"CNC","CENTENE CORP","Gesundheitsversorgung","Aktien","10.359.141,20","0,03","10.359.141,20","176.476,00","58,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CASY","CASEYS GENERAL STORES INC","Nichtzyklische Konsumgüter","Aktien","10.339.346,84","0,03","10.339.346,84","11.783,00","877,48","Vereinigte Staaten","NASDAQ","USD"
"DOV","DOVER CORP","Industrie","Aktien","10.322.934,52","0,03","10.322.934,52","48.157,00","214,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7267","HONDA MOTOR LTD","Zyklische Konsumgüter ","Aktien","10.313.269,47","0,03","10.313.269,47","1.235.600,00","8,35","Japan","Tokyo Stock Exchange","JPY"
"5713","SUMITOMO METAL MINING LTD","Materialien","Aktien","10.280.340,57","0,03","10.280.340,57","153.884,00","66,81","Japan","Tokyo Stock Exchange","JPY"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Aktien","10.280.638,43","0,03","10.280.638,43","952.039,00","10,80","Mexiko","Bolsa Mexicana De Valores","MXN"
"EQT","EQT CORP","Energie","Aktien","10.267.568,14","0,03","10.267.568,14","181.502,00","56,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EBS","ERSTE GROUP BANK AG","Financials","Aktien","10.252.970,77","0,03","10.252.970,77","90.404,00","113,41","Österreich","Wiener Boerse Ag","EUR"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Aktien","10.253.994,87","0,03","10.253.994,87","79.779,00","128,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IFC","INTACT FINANCIAL CORP","Financials","Aktien","10.240.970,51","0,03","10.240.970,51","54.603,00","187,55","Kanada","Toronto Stock Exchange","CAD"
"032830","SAMSUNG LIFE LTD","Financials","Aktien","10.232.556,42","0,03","10.232.556,42","46.231,00","221,34","Korea","Korea Exchange (Stock Market)","KRW"
"A","AGILENT TECHNOLOGIES INC","Gesundheitsversorgung","Aktien","10.213.220,50","0,03","10.213.220,50","90.175,00","113,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrie","Aktien","10.178.371,74","0,03","10.178.371,74","964.578,00","10,55","Australien","Asx - All Markets","AUD"
"ROP","ROPER TECHNOLOGIES INC","IT","Aktien","10.165.815,35","0,03","10.165.815,35","31.973,00","317,95","Vereinigte Staaten","NASDAQ","USD"
"NTRS","NORTHERN TRUST CORP","Financials","Aktien","10.147.660,90","0,03","10.147.660,90","61.763,00","164,30","Vereinigte Staaten","NASDAQ","USD"
"GALD","GALDERMA GROUP N AG","Gesundheitsversorgung","Aktien","10.144.470,66","0,03","10.144.470,66","50.165,00","202,22","Schweiz","SIX Swiss Exchange","CHF"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","IT","Aktien","10.108.567,45","0,03","10.108.567,45","978.700,00","10,33","Thailand","Stock Exchange Of Thailand","THB"
"IMB","IMPERIAL BRANDS PLC","Nichtzyklische Konsumgüter","Aktien","10.075.780,97","0,03","10.075.780,97","260.716,00","38,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"TWLO","TWILIO INC CLASS A","IT","Aktien","10.047.757,44","0,03","10.047.757,44","50.736,00","198,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KGH","KGHM POLSKA MIEDZ SA","Materialien","Aktien","9.992.706,06","0,03","9.992.706,06","98.588,00","101,36","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"RMD","RESMED INC","Gesundheitsversorgung","Aktien","9.987.351,80","0,03","9.987.351,80","49.330,00","202,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WRT1V","WARTSILA","Industrie","Aktien","9.981.248,19","0,03","9.981.248,19","236.066,00","42,28","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
